date,permno,ma_1_9,ma_2_9,ma_3_9,ma_1_12,ma_2_12,ma_3_12,mom9,mom12,vol_1_9,vol_2_9,vol_3_9,vol_1_12,vol_2_12,vol_3_12
2019-02-28,13721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-29,13721.0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
2019-04-30,13721.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
2019-05-31,13721.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2019-06-28,13721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-31,13721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-30,13721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-30,13721.0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
2019-10-31,13721.0,1,1,0,1,0,0,0,1,1,1,1,1,1,1
2019-11-29,13721.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2019-12-31,13721.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2020-01-31,13721.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
2020-02-28,13721.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-03-31,13721.0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2020-04-30,13721.0,1,0,1,1,1,1,1,1,1,0,0,1,0,1
2020-05-29,13721.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
2020-06-30,13721.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-07-31,13721.0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
2020-08-31,13721.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
2020-09-30,13721.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2020-10-30,13721.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
2020-11-30,13721.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2020-12-31,13721.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
